Transect_I,MGMTUNIT_I,TransectNa,StartLat,StartLong,SITE_ID,tblSITE_Site,ManUnitAcres,Obs.2008,Obs.2009,Obs.2010,Obs.2011,Obs.2012,Obs.2013,Obs.2014,Obs.2015,Obs.2016,Obs.2017,Obs.2018,Sys.2008,Sys.2009,Sys.2010,Sys.2011,Sys.2012,Sys.2013,Sys.2014,Sys.2015,Sys.2016,Sys.2017,Sys.2018,Mgmt.2008,Mgmt.2009,Mgmt.2010,Mgmt.2011,Mgmt.2012,Mgmt.2013,Mgmt.2014,Mgmt.2015,Mgmt.2016,Mgmt.2017,Mgmt.2018,NumObs,Delta
1623,202,SOB_53,46.37411,-97.3542,67,Sheyenne National Grasslands,300,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,"",Graze,Graze,Graze,Graze,Graze,Graze,"","","","",0,0
1624,202,SOB_54,46.37635,-97.3578,67,Sheyenne National Grasslands,300,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,"",Graze,Graze,Graze,Graze,Graze,Graze,"","","","",0,0
1625,202,SOB_56,46.37191,-97.3492,67,Sheyenne National Grasslands,300,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,"",Graze,Graze,Graze,Graze,Graze,Graze,"","","","",0,0
1626,202,SOB_58,46.37421,-97.3589,67,Sheyenne National Grasslands,300,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,"",Graze,Graze,Graze,Graze,Graze,Graze,"","","","",0,0
1627,202,SOB_61,46.37166,-97.361,67,Sheyenne National Grasslands,300,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,"",Graze,Graze,Graze,Graze,Graze,Graze,"","","","",0,0
1628,202,SOB_63,46.37507,-97.3504,67,,300,,,,,,,,,,,,,,,,,,,,,,,Graze,Graze,Graze,Graze,Graze,Graze,Graze,"","","","",,1
1629,202,SOB_65,46.37565,-97.3559,67,Sheyenne National Grasslands,300,1,0,0,0,0,0,0,0,0,0,0,WM,WM,WM,WM,WM,WM,WM,WM,"",WM,WM,"",Graze,Graze,Graze,Graze,Graze,Graze,"","","","",0,0
1630,202,SOB_72,46.37612,-97.3632,67,Sheyenne National Grasslands,300,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,"",Graze,Graze,Graze,Graze,Graze,Graze,"","","","",0,0
1631,202,SOB_74,46.37327,-97.3612,67,Sheyenne National Grasslands,300,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,"",Graze,Graze,Graze,Graze,Graze,Graze,"","","","",0,0
1632,202,SOB_76,46.37618,-97.3493,67,Sheyenne National Grasslands,300,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,"",Graze,Graze,Graze,Graze,Graze,Graze,"","","","",0,0
1633,202,SOB_79,46.37352,-97.3479,67,,300,,,,,,,,,,,,,,,,,,,,,,,Graze,Graze,Graze,Graze,Graze,Graze,Graze,"","","","",,1
1634,202,SOB_81,46.37711,-97.3526,67,Sheyenne National Grasslands,300,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,"",Graze,Graze,Graze,Graze,Graze,Graze,"","","","",0,0
1635,202,SOB_82,46.37462,-97.348,67,Sheyenne National Grasslands,300,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,"",Graze,Graze,Graze,Graze,Graze,Graze,"","","","",0,0
1636,202,SOB_83,46.37173,-97.3637,67,Sheyenne National Grasslands,300,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,"",Graze,Graze,Graze,Graze,Graze,Graze,"","","","",0,0
1637,202,SOB_84,46.37703,-97.3509,67,,300,,,,,,,,,,,,,,,,,,,,,,,Graze,Graze,Graze,Graze,Graze,Graze,Graze,"","","","",,1
1638,203,VKG_0,46.51594,-97.1049,67,Sheyenne National Grasslands,240,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Rest,"","","","","","","","","","",0,0
1639,203,VKG_1,46.51695,-97.1097,67,,240,,,,,,,,,,,,,,,,,,,,,,,Rest,"","","","","","","","","","",,1
1640,203,VKG_10,46.5164,-97.1131,67,Sheyenne National Grasslands,240,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Rest,"","","","","","","","","","",0,0
1641,203,VKG_11,46.52149,-97.1133,67,Sheyenne National Grasslands,240,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Rest,"","","","","","","","","","",0,0
1642,203,VKG_12,46.52139,-97.1101,67,Sheyenne National Grasslands,240,1,0,0,0,0,0,0,0,0,0,0,WM,WM,WM,WM,WM,WM,WM,WM,"",WM,WM,Rest,"","","","","","","","","","",0,0
1643,203,VKG_14,46.51924,-97.1095,67,Sheyenne National Grasslands,240,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Rest,"","","","","","","","","","",0,0
1644,203,VKG_15,46.51565,-97.1102,67,Sheyenne National Grasslands,240,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Rest,"","","","","","","","","","",0,0
1645,203,VKG_2,46.51537,-97.1125,67,Sheyenne National Grasslands,240,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Rest,"","","","","","","","","","",0,0
1646,203,VKG_3,46.51483,-97.1062,67,Sheyenne National Grasslands,240,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Rest,"","","","","","","","","","",0,0
1647,203,VKG_4,46.52133,-97.1054,67,Sheyenne National Grasslands,240,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Rest,"","","","","","","","","","",0,0
1648,203,VKG_6,46.51994,-97.1067,67,Sheyenne National Grasslands,240,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Rest,"","","","","","","","","","",0,0
1649,203,VKG_7,46.51463,-97.1045,67,Sheyenne National Grasslands,240,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Rest,"","","","","","","","","","",0,0
1650,203,VKG_9,46.51957,-97.1129,67,Sheyenne National Grasslands,240,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Rest,"","","","","","","","","","",0,0
1651,204,WDB_0,46.50524,-97.2218,67,Sheyenne National Grasslands,520,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Graze,"","","","","","","","","","",0,0
1652,204,WDB_1,46.50126,-97.2351,67,Sheyenne National Grasslands,520,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Graze,"","","","","","","","","","",0,0
1653,204,WDB_10,46.50601,-97.2242,67,Sheyenne National Grasslands,520,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Graze,"","","","","","","","","","",0,0
1654,204,WDB_11,46.50203,-97.2292,67,Sheyenne National Grasslands,520,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Graze,"","","","","","","","","","",0,0
1655,204,WDB_12,46.50398,-97.234,67,Sheyenne National Grasslands,520,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Graze,"","","","","","","","","","",0,0
1656,204,WDB_14,46.50024,-97.2217,67,Sheyenne National Grasslands,520,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Graze,"","","","","","","","","","",0,0
1657,204,WDB_15,46.50023,-97.2197,67,Sheyenne National Grasslands,520,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Graze,"","","","","","","","","","",0,0
1658,204,WDB_16,46.50078,-97.2251,67,Sheyenne National Grasslands,520,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Graze,"","","","","","","","","","",0,0
1659,204,WDB_18,46.50234,-97.2215,67,Sheyenne National Grasslands,520,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Graze,"","","","","","","","","","",0,0
1660,204,WDB_19,46.50168,-97.2238,67,Sheyenne National Grasslands,520,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Graze,"","","","","","","","","","",0,0
1661,204,WDB_2,46.50345,-97.2273,67,Sheyenne National Grasslands,520,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Graze,"","","","","","","","","","",0,0
1662,204,WDB_20,46.50335,-97.2201,67,Sheyenne National Grasslands,520,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Graze,"","","","","","","","","","",0,0
1663,204,WDB_21,46.50263,-97.2335,67,Sheyenne National Grasslands,520,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Graze,"","","","","","","","","","",0,0
1664,204,WDB_22,46.50431,-97.2358,67,Sheyenne National Grasslands,520,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Graze,"","","","","","","","","","",0,0
1665,204,WDB_23,46.50337,-97.2236,67,Sheyenne National Grasslands,520,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Graze,"","","","","","","","","","",0,0
1666,204,WDB_24,46.50046,-97.2373,67,Sheyenne National Grasslands,520,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Graze,"","","","","","","","","","",0,0
1667,204,WDB_25,46.50356,-97.2183,67,Sheyenne National Grasslands,520,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Graze,"","","","","","","","","","",0,0
1668,204,WDB_26,46.50197,-97.2262,67,Sheyenne National Grasslands,520,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Graze,"","","","","","","","","","",0,0
1669,204,WDB_3,46.50248,-97.2315,67,Sheyenne National Grasslands,520,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Graze,"","","","","","","","","","",0,0
1670,204,WDB_4,46.50097,-97.2315,67,Sheyenne National Grasslands,520,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Graze,"","","","","","","","","","",0,0
1671,204,WDB_6,46.50084,-97.2291,67,Sheyenne National Grasslands,520,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Graze,"","","","","","","","","","",0,0
1672,204,WDB_7,46.50233,-97.2365,67,Sheyenne National Grasslands,520,1,0,0,0,0,0,0,0,0,0,0,LG,LG,LG,LG,LG,LG,LG,LG,"",LG,LG,Graze,"","","","","","","","","","",0,0
1673,204,WDB_8,46.50509,-97.2187,67,Sheyenne National Grasslands,520,1,0,0,0,0,0,0,0,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,"",UG,UG,Graze,"","","","","","","","","","",0,0
1674,146,5SI2-07,44.268206,-95.748416,48,Garvin County Park,13.6,0,0,0,0,0,0,0,1,0,0,0,"","","","","","","",LG,LG,LG,LG,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,"","","",1,0
1675,150,3SI3-05,45.649204,-95.693695,51,New Prairie WPA,15.2,0,0,0,0,0,0,0,1,0,0,0,"","","","","","","",UG,UG,UG,UG,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,"",1,0
1676,150,3SI3-R8839,45.648569,-95.695326,51,,15.2,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,"",,1
1677,83,2LE6-24,47.192906,-96.363694,22,Twin Valley Prairie SNA,40.4,0,0,0,0,0,0,0,1,0,0,1,"","","","","","","",LG,LG,LG,UG,Rest,Rest,Burn,Rest,Rest,Rest,Rest,Burn,Rest,Rest,Rest,2,1
1678,83,2LE6-25,47.191864,-96.363167,22,Twin Valley Prairie SNA,40.4,0,0,0,0,0,0,0,1,0,0,1,"","","","","","","",LG,LG,LG,UG,Rest,Rest,Burn,Rest,Rest,Rest,Rest,Burn,Rest,Rest,Rest,2,1
1679,83,2LE6-26,47.192088,-96.362036,22,Twin Valley Prairie SNA,40.4,0,0,0,0,0,0,0,1,0,0,1,"","","","","","","",LG,LG,LG,UG,Rest,Rest,Burn,Rest,Rest,Rest,Rest,Burn,Rest,Rest,Rest,2,1
1680,81,2LE6-27,47.189779,-96.363119,22,Twin Valley Prairie SNA,39.4,0,0,0,0,0,0,0,1,0,0,1,"","","","","","","",LG,LG,LG,UG,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Burn,Rest,Rest,Rest,2,1
1681,84,2LE6-28,47.182607,-96.355024,22,Twin Valley Prairie SNA,55.7,0,0,0,0,0,0,0,1,0,0,1,"","","","","","","",UG,UG,UG,UG,Rest,Rest,Rest,Rest,Rest,Burn,Rest,Burn,Rest,Rest,Rest,2,1
1682,82,2LE6-29,47.189883,-96.354338,22,Twin Valley Prairie SNA,106.6,0,0,0,0,0,0,0,1,0,0,1,"","","","","","","",UG,UG,UG,UG,Rest,Rest,Burn,Rest,Rest,Rest,Rest,Burn,Rest,Rest,Rest,2,1
1683,81,2LE6-R7015,47.188297,-96.363397,22,Twin Valley Prairie SNA,39.4,0,0,0,0,0,0,0,1,0,0,1,"","","","","","","",LG,LG,LG,UG,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Burn,Rest,Rest,Rest,2,1
1684,206,WD_NE_01,44.26174158,-91.91944114,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1685,206,WD_NE_02,44.26209243,-91.91990008,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1686,206,WD_NE_03,44.26237394,-91.91900779,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1687,206,WD_NE_04,44.26265315,-91.921837,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1688,206,WD_NE_05,44.26371201,-91.92275117,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1689,207,WD_SE_01,44.26099909,-91.91820824,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1690,207,WD_SE_02,44.26046142,-91.91727194,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1691,207,WD_SE_03,44.25912919,-91.91688149,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1692,207,WD_SE_04,44.26003976,-91.91758151,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1693,207,WD_SE_05,44.25869862,-91.91640862,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1694,208,WD_COX_01,44.25336122,-91.9234098,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1695,208,WD_COX_02,44.25439842,-91.92488245,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1696,208,WD_COX_03,44.25584965,-91.92864509,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1697,208,WD_COX_04,44.25585078,-91.92793877,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1698,208,WD_COX_05,44.25490916,-91.92805587,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1699,209,WD_DUN_01,44.25429317,-91.94132575,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1700,209,WD_DUN_02,44.2555396,-91.94088917,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1701,209,WD_DUN_03,44.25210685,-91.94250121,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1702,209,WD_DUN_04,44.25303655,-91.93990236,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1703,209,WD_DUN_05,44.25397551,-91.94217241,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1704,210,WD_DUS_01,44.24941194,-91.94172095,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1705,210,WD_DUS_02,44.24947227,-91.94292221,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1706,210,WD_DUS_03,44.2498242,-91.94150729,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1707,210,WD_DUS_04,44.2492351,-91.94316734,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1708,210,WD_DUS_05,44.2491592,-91.94250701,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1709,210,WD_DUS_07,44.24992619,-91.94044037,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1710,210,WD_DUS_10,44.25039923,-91.94217749,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1711,211,WD_FITZ_01,44.24681285,-91.9417619,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1712,211,WD_FITZ_02,44.24653748,-91.94073593,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1713,211,WD_FITZ_03,44.24633403,-91.94139973,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1714,211,WD_FITZ_04,44.2462857,-91.94230344,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1715,211,WD_FITZ_05,44.24607426,-91.94241278,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1716,212,WD_HB_01,44.24620081,-91.93167653,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1717,212,WD_HB_02,44.24838283,-91.93164863,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1718,212,WD_HB_03,44.24831067,-91.9323124,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1719,212,WD_HB_04,44.25000619,-91.93297908,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1720,212,WD_HB_05,44.24924795,-91.93341401,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1721,213,WD_NW_01,44.26239978,-91.93319777,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1722,213,WD_NW_02,44.26043965,-91.93306148,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1723,213,WD_NW_03,44.26211949,-91.93022499,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1724,213,WD_NW_04,44.26360444,-91.93152093,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1725,213,WD_NW_05,44.26002618,-91.92990182,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1726,213,WD_NW_06,44.26249946,-91.93212475,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1727,214,WD_KE_01,44.25502969,-91.92407132,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1728,214,WD_KE_02,44.26001952,-91.92827368,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1729,214,WD_KE_03,44.25922776,-91.9256884,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1730,214,WD_KE_04,44.25805058,-91.92175273,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1731,214,WD_KE_05,44.25641305,-91.92221679,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1732,214,WD_KE_06,44.25663272,-91.92051389,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1733,214,WD_KE_07,44.25924172,-91.92794845,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1734,214,WD_KE_08,44.25871094,-91.92498309,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1735,215,WD_BE_01,44.24634099,-91.92945268,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1736,215,WD_BE_02,44.24988737,-91.92966229,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1737,215,WD_BE_03,44.24598687,-91.92983557,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1738,215,WD_BE_04,44.24751816,-91.93026654,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1739,215,WD_BE_05,44.24849823,-91.92844414,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1740,215,WD_BE_06,44.2471269,-91.93003468,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1741,215,WD_BE_07,44.24933709,-91.92907236,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1742,215,WD_BE_08,44.24910213,-91.92781699,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1743,216,WD_NC_01,44.26315382,-91.9254516,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1744,216,WD_NC_02,44.2608369,-91.92553149,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1745,216,WD_NC_03,44.26470596,-91.92526407,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1746,216,WD_NC_04,44.2648601,-91.92556597,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1747,216,WD_NC_05,44.26019767,-91.92140507,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1748,216,WD_NC_06,44.26344869,-91.92837742,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1749,216,WD_NC_07,44.26111676,-91.92332102,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1750,216,WD_NC_08,44.25967939,-91.91991748,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1751,216,WD_NC_09,44.26203846,-91.9234265,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1752,216,WD_NC_10,44.26171498,-91.92560114,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1753,216,WD_NC_11,44.26194079,-91.92736429,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1754,217,WD_SW_01,44.253546,-91.93819721,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1755,217,WD_SW_02,44.2533421,-91.93025368,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1756,217,WD_SW_03,44.25706703,-91.93212792,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1757,217,WD_SW_04,44.25259294,-91.93407669,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1758,217,WD_SW_05,44.25764522,-91.93198665,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1759,217,WD_SW_06,44.25288885,-91.93346828,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1760,217,WD_SW_07,44.25642977,-91.93685464,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1761,217,WD_SW_08,44.2511447,-91.93190814,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1762,217,WD_SW_09,44.25370235,-91.9320183,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1763,217,WD_SW_10,44.25220526,-91.93040247,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1764,217,WD_SW_11,44.25458829,-91.93017652,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1765,217,WD_SW_12,44.25455824,-91.93615699,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1766,217,WD_SW_13,44.25299235,-91.9354826,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1767,218,WD_BHS_01,44.24446869,-91.933246,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1768,218,WD_BHS_02,44.24464921,-91.93149664,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1769,218,WD_BHS_03,44.24512147,-91.93243455,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1770,218,WD_BHS_04,44.24427851,-91.93322512,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1771,218,WD_BHS_05,44.24436175,-91.93285794,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1772,219,WD_BSE_01,44.24250656,-91.93264594,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1773,219,WD_BSE_02,44.24238472,-91.93105842,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1774,219,WD_BSE_03,44.2427778,-91.92987838,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1775,219,WD_BSE_04,44.24281033,-91.93265624,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1776,219,WD_BSE_05,44.24276605,-91.93361815,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1777,220,WD_BSS_01,44.24178993,-91.93461337,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1778,220,WD_BSS_02,44.2418213,-91.93294995,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1779,220,WD_BSS_03,44.24183733,-91.93118506,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1780,221,WD_BSW_01,44.24295273,-91.93912929,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1781,221,WD_BSW_02,44.24207762,-91.93751881,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1782,221,WD_BSW_03,44.24305638,-91.93808581,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
